,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
3401,14859,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets,1225.75
23788,17082,Women,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Lino Perros Women Flower Red Wallet,136.9
16969,32374,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,1561.99
15280,27742,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Sling bag,1850.85
17210,56252,Men,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & Black Pyjama Set,1046.0
11635,35047,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Silk Black Kurta,1393.95
24676,31549,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Classic Polo Men Striped White T-shirt,1665.99
19287,45424,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Sandals,1615.99
40288,19556,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Polo Tshirt,1333.5
890,43367,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Reebok Women Black Casual Shoes,630.85
32932,58893,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Hakashi Men Grey Tie,671.99
18251,1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011.0,Casual,Reebok Unisex Red Backpack,2169.75
7262,13758,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Belmonte Men Check Green Shirts,288.95
25127,54182,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Green Handbag,588.85
22112,29760,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fossil Men Brown Dial Chronograph Watch CH2782,2193.0
3366,31322,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,1912.0
22750,33424,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Butterfly Taj Purple Handbag,435.95
5661,50039,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra,923.99
28233,44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 Grey Sports Shoes,291.25
16598,56916,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,HM Women Beige Sandals,2782.75
6524,59718,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Avirate White Bra,1098.9
8569,41385,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Green Candy Shirt,2412.49
42952,50758,Men,Footwear,Sandal,Sandals,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Sandals,986.99
21163,57917,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Fruit of the Loom Men White Pack of Three Socks,2044.5
18963,5622,Women,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2011.0,Casual,ADIDAS Women's Adi Zing Yellow Flip Flop,1219.85
26487,29785,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Basics Men Blue T-shirt,2205.0
6204,24948,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black T-shirt,121.25
3263,45257,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Edifice Men Silver Analogue Watches (ED446) EF-131D-7AVDF,320.49
38931,17127,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Lino Perros Women Lock Green Handbag,2892.75
3115,51802,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Summer,2016.0,Casual,Bwitch  Navy Blue  Nightdress,1800.0
35401,54622,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,2986.85
7905,13769,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Belmonte Men Check White Shirts,1560.85
8145,7446,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Proline Men Yellow Polo T-shirt,2231.95
24997,29119,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Puma Kids Unisex Pack of 3 Black Socks,617.5
11658,10300,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Clarks Men Brown Wild Vibe Leather Closed Sandals,1208.75
6224,35234,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Fortune Men Brown Formal Shoes,761.5
26874,38052,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M124J002Y,2380.99
12604,26263,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Blue Polo T-Shirt,312.85
28032,39205,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,346.85
10071,47017,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Shree Women Red Chevron Stripe Kurta,1773.85
24841,7367,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Stone Casual Shoe,1841.49
20822,38489,Women,Accessories,Belts,Belts,Yellow,Summer,2012.0,Casual,Baggit Women Yellow Baaz Moly Belt,158.9
22461,34853,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Authentic Lo Pro Black Shoes,2915.25
41504,10016,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Palm Tree Girl's Cr Blossom Drs Pink Dresses,674.5
43074,25935,Women,Accessories,Scarves,Scarves,Peach,Summer,2012.0,Casual,Femella Women Peach Scarf,2927.25
12710,13973,Men,Footwear,Sandal,Sandals,Green,Fall,2011.0,Casual,Puma Men Tropi Cat Green Slippers,363.5
29664,26627,Men,Footwear,Sandal,Sandals,Blue,Summer,2013.0,Casual,Puma Men Jiff II Sandals,2379.75
17844,26319,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Proline Men  Grey Track Pants,1909.95
21241,24085,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Manchester United Men White Sweatshirt,2871.95
28611,33355,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Ankle Boots,723.9
13004,5361,Men,Footwear,Shoes,Sports Shoes,Black,,2011.0,Sports,Kipsta F300 Fg Sr Ah09,859.95
14180,12493,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Handbag,2973.0
5165,33846,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Shoes,2963.0
38058,4672,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,ADIDAS C365 Dark Navy Black Unisex Backpack,2398.99
26339,32399,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Arrow Woman Printed White & Green Top,1074.9
25478,34094,Girls,Apparel,Topwear,Tops,Lime Green,Summer,2012.0,Casual,Doodle Girls Printed Lime Green Top,818.95
13842,46981,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Bulchee Women Brown Handbag,2512.49
13497,46972,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Bulchee Women Purple Handbag,1024.95
32162,42736,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,2941.25
16739,11559,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,771.95
20336,33254,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Red T-shirt,2593.75
16666,13718,Men,Accessories,Mufflers,Mufflers,Blue,Summer,2016.0,Casual,Proline Blue Patterned Muffler,1621.75
20937,32577,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,ONLY Women Toronto Grey Printed Dress,2980.25
37445,28105,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Black Boxer 8009,2257.75
38946,29568,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Baxter Black Shoes,2836.85
23986,32309,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,418.99
42741,20246,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Lurex Blue Top,1438.75
3753,11377,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,United Colors of Benetton Men Summer Pink Shirts,1646.95
3211,46419,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Timex Men Brown Dial Empera Watch,951.75
2494,43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Gold & Pink Earrings,1074.0
11269,34730,Women,Accessories,Wallets,Wallets,Pink,Summer,2012.0,Casual,Baggit Women Pink Wallet,2547.49
16334,42975,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK White Brief,876.99
22201,4995,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men Drift White Sports Shoes,2898.49
330,17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015.0,Casual,Lino Perros Women Blue Zip Orange Wallet,897.49
40364,38023,Women,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Q&Q Women Bronze Dial Watch,344.9
5396,51604,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Kraus Jeans Women Navy Blue Jeans,577.5
20984,13056,Women,Accessories,Watches,Watches,Burgundy,Winter,2016.0,Casual,Fastrack Women Burgundy Dial Watch 2166SL02,207.49
38656,28503,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Tempo 2 in 1 Grey Shorts,493.95
30379,14344,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Force White Sports Shoes,623.5
43079,19151,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors Of Benetton Men White T-shirt,2196.99
17756,58332,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Flip Flops,1114.0
21968,23057,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Blue Striped T-shirt,2694.85
18737,8134,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Upgrades Analog Black Steel Watch,248.9
4071,26734,Women,Personal Care,Fragrance,Deodorant,Silver,Spring,2017.0,Casual,Reebok Women Pack of 3 Deos,2900.95
15178,33514,Women,Footwear,Shoes,Heels,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Peep Toes,1256.9
28822,33352,Men,Footwear,Shoes,Formal Shoes,Tan,Summer,2012.0,Formal,Homme Men Tan Semi Formal Ankle Boots,1210.75
21865,11991,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Stripes Grey Tshirts,1529.75
36678,3638,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Cameo White Shoe,1033.99
37093,46941,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Women Clematis Perfume,2895.0
5881,11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,2011.0,Casual,Palm Tree Kids Girl Sp Jace Sko Green Skirts,2839.75
26896,41607,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Casual,Basics Men Grey Shirt,20.25
34025,4618,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Knit Design Pink Top,1272.9
3563,47199,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Dark Brown Formal Shoes,466.5
3016,32766,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt,2279.85
21721,3724,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Women's Green T-shirt,341.75
12630,4416,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Free Authority Men's Melting 3 Colors Records White T-shirt,2561.25
22610,54522,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Bratt Sports Shoes,1557.5
41548,16785,Unisex,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,ADIDAS Originals Unisex Green Dial Watch ADH2545,1134.49
20879,4154,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Vapour Club White Grey Shoe,2463.5
14335,8084,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Uraha 3 M White Sports Shoes,378.95
20744,58934,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Tommy Hilfiger Men Black Dial Watch TH1790770-D,358.25
13556,13146,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc 5 Women Casual Bronze Heels,2198.85
34153,30591,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Federer Blue Cap,2468.85
5100,50984,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Enamor Women Cameo Rose Coloured Briefs,306.95
2672,32950,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Neo Unisex Court Sequence Black Shoes,1315.95
34876,39470,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Diva Women Red Kurti,2902.85
13167,49302,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks,267.0
29959,58261,Women,Accessories,Bags,Clutches,Brown,Summer,2010.0,Casual,Baggit Women Brown Purse,1349.99
42340,58736,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Puma Women Coral Capris,1361.25
43010,26348,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women Quartz Watch,459.85
15267,44022,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,HUGO Men Dark Blue Perfume,920.85
37373,36669,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Paridhan Women Brown Handbag,2942.25
37874,29414,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,729.5
2554,22751,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,BIBA Women Printed White Kurta,2208.49
4207,16757,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Spice Art Women Beaded Bow Black Clutch,2217.0
17775,14479,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Flying Machine Men Casual Green Casual Shoes,1461.9
9801,14747,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Blue Striped Shirt,1939.99
5697,4051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,1585.5
18885,4394,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Free Authority Men's Panda Cigar Grey T-shirt,603.49
18396,30826,Women,Apparel,Bottomwear,Churidar,Navy Blue,Summer,2012.0,Ethnic,Fabindia Women Navy Blue Mangalgiri Churidar,25.0
34563,39843,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Dark Navy T-Shirt,102.5
41608,29990,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Aspen Women Black Dial Watch,1835.85
18488,24610,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men White Shirt,1467.49
16723,25906,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2012.0,Casual,Femella Women Wine Skinny Leggings,2191.85
19697,15753,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Facit Men Square Neck Grey Innerwear Vest,1917.95
41215,56294,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Women Rose  Bra,2449.25
2541,17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Ballerina Grey Casual Shoe,986.0
39722,27437,Women,Apparel,Topwear,Tops,Green,Winter,2015.0,Casual,Jockey Women Green Racerback Tank Top,1692.49
31033,51720,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Allen Solly Men Sunglasses AS234-C2,1762.9
43298,13454,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Pink Polo T-shirts,504.0
314,11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,2703.49
41973,29560,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Authentic Black & Green Shoes,401.9
9957,5579,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men's Coleman Black Shoe,1051.99
30120,7427,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,W Women's Deep U Neck Short Sleeve Black Top,641.75
12558,46140,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Ethnic,Adrika Women Golden Necklace,1012.9
33571,12851,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Ant Kids Crystal Button Black Tops,548.49
14401,48088,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top,489.95
30770,46132,Women,Accessories,Jewellery,Necklace and Chains,Blue,Summer,2012.0,Casual,Adrika Blue Necklace,2073.99
273,18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,2317.25
15170,44680,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Party,Wills Lifestyle Women Black Jaydon Top,879.75
21808,59080,Women,Apparel,Innerwear,Briefs,White,Summer,2017.0,Casual,Peri Peri Women White Brief,1899.9
41020,49071,Women,Personal Care,Nails,Nail Polish,Orange,Spring,2017.0,,Deborah Orange 7 Days Long Nail Polish 835,1732.75
30647,12440,Unisex,Accessories,Headwear,Hat,Black,Fall,2011.0,Casual,Timberland Unisex Casual Black Skull Caps,1575.85
18192,46899,Men,Personal Care,Fragrance,Deodorant,Black,Summer,2017.0,Casual,Umbro Men Set of 2 Deos,2808.49
38427,35426,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Pre L Boot White Sports Shoes,690.25
40343,42038,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Swift FG Black Sports Shoes,624.0
28651,2137,Men,Apparel,Topwear,Shirts,Green,Spring,2011.0,Casual,Basics Men White & Green Slim Fit Shirt,472.75
41306,56604,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Streetwear Blue Eye Liner 03,1825.99
9270,52333,Women,Accessories,Bags,Clutches,Black,Winter,2016.0,Casual,ToniQ Women Black Clutch,1796.95
9976,29296,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Wrangler Women Printed Black T-shirt,2208.99
32630,5385,Women,Footwear,Shoes,Sports Shoes,Blue,,2011.0,Sports,Quechua Arpenaz Flex  Lady Grey,590.5
29074,13558,Women,Footwear,Shoes,Flats,Navy Blue,Winter,2012.0,Casual,Carlton London Women Navy Blue Flat Shoes,550.99
39451,6405,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Lotto Men Cross Brown Floater,607.75
322,51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Van Heusen Unisex Brown Sunglasses,1885.75
7298,22671,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,Wildcraft Unisex Black & Grey Backpack,1804.25
25771,57160,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Elle Women Printed White T-shirt,2061.75
20986,12184,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Basics Men Red Slim Fit Checked Shirt,1961.75
2185,47335,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Handbag,1013.85
32213,6197,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Logo Chest Green T-shirt,945.25
14747,7455,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Proline Men Pink Polo T-shirt,1686.75
10986,34349,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012.0,Casual,Myntra Men Purple T-shirt,364.99
19577,6498,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Men Blue T-shirt,1031.9
14190,25023,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Blue T-shirt,2940.5
16124,12434,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Casual,Timberland Men Pack Of 3 Black Socks,460.5
7827,18178,Girls,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Doodle Kids Girls Black Layer Top,1735.85
12915,32456,Men,Apparel,Bottomwear,Track Pants,Black,Spring,2013.0,Sports,ADIDAS Men Black Track Pants,562.9
5545,21268,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Footloose Unisex Black Mojo Backpack,2931.75
41977,18227,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Manchester United Men Printed Black Tshirt,1824.9
2328,12598,Unisex,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Tantra Unisex Printed Orange Tshirts,2226.95
21466,9687,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Ess 3s White T-Shirt,58.99
6434,20172,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Aoston Navy Blue Shirt,2033.99
43027,9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Unisex Speeder SL Jr White Casual Shoes,2362.95
21036,5072,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Being Human Women Black Silicon Strap with Stones Watch,2496.0
2362,55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017.0,Casual,Pond's Women Gold Radiance Youthful Glow Day Cream,417.0
28257,46754,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017.0,Casual,Valentino Perfumes Women Gold 50 ml Eau de Parfum,2339.9
30572,12024,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,2267.5
10840,21006,Women,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt,2345.85
40201,8591,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Check Shirt,1615.0
43991,42657,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White & Red Kurta,450.0
11126,36058,Unisex,Accessories,Bags,Messenger Bag,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Messenger Bag,2987.85
40175,52651,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Mod'acc Women Brown Handbag,608.85
32070,55578,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Touch & Glow Ivory Matte Compact 04,1385.25
6237,16284,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Peter England Men Printed Red TShirt,858.0
29919,29030,Unisex,Accessories,Headwear,Caps,White,Fall,2013.0,Casual,ADIDAS Unisex Corp White Cap,2745.85
19108,19131,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,Lotto Men Sign Grey Slippers,1342.99
22476,50718,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Doodle Boys Navy Blue Printed T-Shirt,1530.0
34713,2972,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's Sless White T-shirt,2617.9
17278,12780,Women,Apparel,Apparel Set,Kurta Sets,Brown,Fall,2011.0,Ethnic,Mother Earth Women Cotton Brown Salwar Suit,2898.75
32231,39861,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Polo Green T-Shirt,2519.5
